,Unnamed: 0,경도,위도,중심시도명,중심시군구명,중심관광지명,주소,중심카테고리 명_대,중심카테고리 명_중,순위,가까운 지하철역,지하철역과의 거리,도보시간
0,0,127.0591,37.512,서울특별시,강남구,코엑스,서울 강남구 영동대로 513-0,관광지,문화관광,1,"봉은사, 9호선(연장)",266.2735837023818,3.9921077016848847
1,1,127.0597,37.5087,서울특별시,강남구,현대백화점/무역센터점,서울 강남구 테헤란로 517-0,관광지,쇼핑,2,"삼성(무역센터), 2호선",306.333440319704,4.592705252169475
2,2,127.0275,37.5273,서울특별시,강남구,현대백화점/압구정본점,서울 강남구 압구정로 165-0,관광지,쇼핑,3,"압구정, 3호선",88.63509399543138,1.3288619789419995
3,3,127.0416,37.5279,서울특별시,강남구,갤러리아백화점/명품관EAST,서울 강남구 압구정로 407-0,관광지,쇼핑,4,"압구정로데오, 분당선",110.4388358857248,1.6557546609553944
4,4,127.04,37.5284,서울특별시,강남구,갤러리아백화점/명품관WEST,서울 강남구 압구정로 343-0,관광지,쇼핑,5,"압구정로데오, 분당선",122.5510984311579,1.8373478025660852
5,5,127.0532,37.4969,서울특별시,강남구,롯데백화점/강남점,서울 강남구 도곡로 401-0,관광지,쇼핑,9,"한티, 분당선",79.06212180792937,1.1853391575401704
6,6,127.0227,37.5215,서울특별시,강남구,신사동가로수길,서울 강남구,관광지,문화관광,12,"신사, 신분당선(연장2)",617.2563896353167,9.25421873516217
7,7,127.0483,37.4993,서울특별시,강남구,이마트/역삼점,서울 강남구 역삼로 310-0,관광지,쇼핑,14,"한티, 분당선",528.2921766698813,7.920422438828805
8,8,127.0574,37.5153,서울특별시,강남구,봉은사,서울 강남구 봉은사로 531-0,관광지,역사관광,15,"봉은사, 9호선(연장)",278.6705838285745,4.177969772542346
9,9,127.0598,37.5113,서울특별시,강남구,메가박스/코엑스,서울 강남구 봉은사로 524-0,관광지,문화관광,18,"봉은사, 9호선(연장)",326.3519717789085,4.892833160103575
10,10,127.0353,37.5244,서울특별시,강남구,도산공원,서울 강남구 도산대로45길 20-0,관광지,문화관광,19,"압구정로데오, 분당선",568.7860130594388,8.527526432675245
11,11,127.037,37.5229,서울특별시,강남구,CGV/청담씨네시티,서울 강남구 도산대로 323-0,관광지,문화관광,20,"압구정로데오, 분당선",587.307498042506,8.805209865704738
12,12,127.0288,37.5245,서울특별시,강남구,CGV/압구정본관,서울 강남구 논현로 848-0,관광지,문화관광,24,"압구정, 3호선",287.02842197431954,4.303274692268658
14,14,127.0263,37.5016,서울특별시,강남구,CGV/강남,서울 강남구 강남대로 438-0,관광지,문화관광,28,"신논현, 신분당선(연장2)",350.33846609666125,5.252450766066885
16,16,127.0718,37.4957,서울특별시,강남구,SETEC,서울 강남구 남부순환로 3104-0,관광지,문화관광,34,"학여울, 3호선",150.98645410403475,2.263664979070985
17,17,127.0469,37.4874,서울특별시,강남구,롯데시네마/도곡,서울 강남구 남부순환로 2753-0,관광지,문화관광,35,"매봉, 3호선",51.594644453881806,0.773532900358048
19,19,127.0256,37.5239,서울특별시,강남구,광림아트센터/BBCH홀,서울 강남구 논현로163길 33-0,관광지,문화관광,40,"압구정, 3호선",433.4730596315166,6.4988464712371306
20,20,127.103,37.4873,서울특별시,강남구,이마트/수서점,서울 강남구 광평로 280-0,관광지,쇼핑,44,"수서, 3호선",97.05219488104454,1.455055395517909
21,21,127.0397,37.5083,서울특별시,강남구,더라움,서울 강남구 언주로 564-0,관광지,문화관광,45,"선정릉, 9호선(연장)",439.9957561451839,6.596638023166175
22,22,127.0577,37.512,서울특별시,강남구,세븐럭/코엑스센터점,서울 강남구 테헤란로87길 58-0,관광지,문화관광,48,"봉은사, 9호선(연장)",333.5877044894552,5.001314909886884
23,23,127.049,37.5086,서울특별시,강남구,선정릉,서울 강남구 선릉로100길 1-0,관광지,역사관광,53,"선릉, 분당선",415.8861831668896,6.235175159923382
24,24,127.0606,37.5076,서울특별시,강남구,마이아트뮤지엄,서울 강남구 테헤란로 518-0,관광지,문화관광,54,"삼성(무역센터), 2호선",265.1311739606607,3.974980119350235
25,25,127.0217,37.5166,서울특별시,강남구,롯데시네마/브로드웨이,서울 강남구 도산대로 118-0,관광지,문화관광,59,"신사, 신분당선(연장2)",143.28634682606415,2.1482210918450395
26,26,127.0294,37.5243,서울특별시,강남구,CGV/압구정신관,서울 강남구 압구정로30길 45-0,관광지,문화관광,63,"압구정, 3호선",318.65747301200014,4.777473358500751
27,27,127.061,37.5091,서울특별시,강남구,파르나스몰,서울 강남구 테헤란로 521-0,관광지,쇼핑,65,"삼성(무역센터), 2호선",193.0781067076528,2.894724238495544
29,29,127.0652,37.5066,서울특별시,강남구,KT&G상상마당/대치아트홀,서울 강남구 영동대로 416-0,관광지,문화관광,70,"삼성(무역센터), 2호선",307.50870809708323,4.6103254587268845
30,30,127.0339,37.5274,서울특별시,강남구,서울옥션/강남센터,서울 강남구 언주로 864-0,관광지,문화관광,72,"압구정, 3호선",482.1475289471863,7.228598634890349
31,31,127.0343,37.5212,서울특별시,강남구,현대모터스튜디오/서울,서울 강남구 언주로 738-0,관광지,문화관광,74,"강남구청, 분당선",733.6766971802035,10.999650632386858
33,33,127.0659,37.5103,서울특별시,강남구,백암아트홀,서울 강남구 테헤란로113길 7-0,관광지,문화관광,78,"삼성(무역센터), 2호선",291.2062791113678,4.365911231054989
34,34,127.0656,37.5033,서울특별시,강남구,바운스트램폴린파크/삼성센터,서울 강남구 영동대로 325-0,관광지,문화관광,79,"삼성(무역센터), 2호선",652.038197582249,9.775685121173147
35,35,127.0298,37.5303,서울특별시,강남구,금강쇼핑센터,서울 강남구 압구정로 201-0,관광지,쇼핑,84,"압구정, 3호선",377.31169531159225,5.656847006170798
36,36,127.027,37.5004,서울특별시,강남구,메가박스/강남대로,서울 강남구 강남대로 422-0,관광지,문화관광,87,"강남, 2호선",279.3715481514977,4.188478982781074
37,37,127.0353,37.5227,서울특별시,강남구,메종에르메스,서울 강남구 도산대로45길 7-0,관광지,쇼핑,88,"압구정로데오, 분당선",695.6810968880066,10.4300014525938
38,38,127.0428,37.5276,서울특별시,강남구,기아360,서울 강남구 압구정로 417-0,관광지,문화관광,89,"압구정로데오, 분당선",201.76797126431435,3.025007065432
39,39,127.0943,37.4826,서울특별시,강남구,식물관PH,서울 강남구 광평로34길 24-0,관광지,문화관광,92,"수서, 분당선",830.1504121043154,12.44603316498224
40,40,127.0404,37.5262,서울특별시,강남구,캘리클럽/청담점,서울 강남구 선릉로 832-0,관광지,문화관광,94,"압구정로데오, 분당선",131.610377833581,1.9731690829622337
41,41,127.0525,37.4717,서울특별시,강남구,능인선원/포이동법당,서울 강남구 양재대로 340-0,관광지,역사관광,95,"양재시민의숲(매헌), 신분당선",1259.343926053465,18.88071853153621
44,44,127.0408,37.4941,서울특별시,강남구,역삼청소년수련관,서울 강남구 논현로64길 7-0,관광지,레저스포츠,100,"역삼, 2호선",819.4679996761254,12.285877056613574
45,45,126.8029,37.5589,서울특별시,강서구,김포국제공항국내선,서울 강서구 하늘길 111-0,관광지,기타관광,1,"김포공항, 공항철도1호선",338.1776994247663,5.070130426158415
46,46,126.8031,37.5634,서울특별시,강서구,롯데몰/김포공항점,서울 강서구 하늘길 38-0,관광지,쇼핑,2,"김포공항, 김포골드라인",158.6556376134389,2.378645241580793
47,47,126.835,37.5694,서울특별시,강서구,서울식물원,서울 강서구 마곡동로 161-0,관광지,문화관광,3,"양천향교, 9호선",570.800046915082,8.557721842804828
48,48,126.8405,37.5599,서울특별시,강서구,NC백화점/강서점,서울 강서구 강서로56길 17-0,관광지,쇼핑,4,"발산, 5호선",288.95264100712126,4.332123553330153
49,49,126.8548,37.5584,서울특별시,강서구,홈플러스/강서점,서울 강서구 화곡로 398-0,관광지,쇼핑,5,"가양, 9호선",333.35410401267166,4.997812653863143
51,51,126.8208,37.5533,서울특별시,강서구,강서농산물도매시장,서울 강서구 발산로 40-0,관광지,쇼핑,7,"마곡, 5호선",867.3276564224984,13.003413139767591
52,52,126.8029,37.5589,서울특별시,강서구,김포국제공항,서울 강서구 하늘길 112-0,관광지,기타관광,8,"김포공항, 공항철도1호선",338.1776994247663,5.070130426158415
53,53,126.8499,37.5642,서울특별시,강서구,홈플러스/가양점,서울 강서구 양천로 431-0,관광지,쇼핑,10,"가양, 9호선",509.1437358649552,7.633339368290183
54,54,126.8531,37.5616,서울특별시,강서구,롯데시네마/가양,서울 강서구 양천로 476-0,관광지,문화관광,12,"가양, 9호선",122.03145721112996,1.829557079627136
55,55,126.8292,37.5651,서울특별시,강서구,LG아트센터/서울,서울 강서구 마곡중앙로 136-0,관광지,문화관광,13,"마곡나루, 공항철도1호선",168.31233340972426,2.523423289501113
56,56,126.8085,37.5566,서울특별시,강서구,국립항공박물관,서울 강서구 하늘길 177-0,관광지,문화관광,14,"송정, 5호선",594.1462458564722,8.907739817938113
57,57,126.8559,37.5579,서울특별시,강서구,CGV/등촌,서울 강서구 공항대로45길 63-0,관광지,문화관광,15,"가양, 9호선",407.9250570674756,6.115817947038615
58,58,126.8351,37.5593,서울특별시,강서구,메가박스/마곡,서울 강서구 공항대로 247-0,관광지,문화관광,16,"발산, 5호선",239.902484269123,3.5967388945895498
60,60,126.816,37.5881,서울특별시,강서구,강서한강공원,서울 강서구 양천로27길 279-23,관광지,문화관광,19,"방화, 5호선",1217.0064396625803,18.24597360813464
62,62,126.7958,37.5467,서울특별시,강서구,인서울27골프클럽,서울 강서구,관광지,레저스포츠,21,"김포공항, 공항철도1호선",1765.0099776686918,26.461918705677537
63,63,126.8618,37.5582,서울특별시,강서구,이마트/가양점,서울 강서구 양천로 559-0,관광지,쇼핑,22,"증미, 9호선",89.41600854323084,1.3405698432268491
64,64,126.8038,37.5636,서울특별시,강서구,롯데시네마/김포공항,서울 강서구 하늘길 지하 77-0,관광지,문화관광,23,"김포공항, 김포골드라인",219.26540467355127,3.287337401402568
65,65,126.8376,37.5406,서울특별시,강서구,메가박스/화곡,서울 강서구 화곡로 142-0,관광지,문화관광,25,"화곡, 5호선",272.39596005505825,4.083897452099824
66,66,126.8443,37.5414,서울특별시,강서구,볏골공원,서울 강서구 까치산로4길 22-0,관광지,문화관광,28,"화곡, 5호선",339.50924112418414,5.090093570077723
67,67,126.8437,37.5431,서울특별시,강서구,화곡본동시장,서울 강서구 까치산로 35-0,관광지,쇼핑,29,"화곡, 5호선",336.09909504216324,5.038966942161368
68,68,126.8509,37.5678,서울특별시,강서구,허준박물관,서울 강서구 허준로 87-0,관광지,문화관광,31,"가양, 9호선",777.6143654249298,11.658386288229831
69,69,126.8481,37.5567,서울특별시,강서구,KBS아레나,서울 강서구 공항대로 376-0,관광지,문화관광,33,"가양, 9호선",765.8029424305796,11.481303484716337
70,70,126.8123,37.5716,서울특별시,강서구,방신재래시장,서울 강서구 방화동로16길 32-0,관광지,쇼핑,35,"개화산, 5호선",548.6529020323861,8.225680690140722
72,72,126.8208,37.5776,서울특별시,강서구,서울물재생체험관,서울 강서구 양천로 201-0,관광지,문화관광,41,"방화, 5호선",712.0884313347779,10.675988475783775
73,73,126.8597,37.5329,서울특별시,강서구,남부시장,서울 강서구 등촌로5길 62-4,관광지,쇼핑,43,"목동, 5호선",888.4040312617897,13.319400768542572
74,74,126.8131,37.5817,서울특별시,강서구,방화근린공원,서울 강서구 금낭화로 176-0,관광지,문화관광,44,"방화, 5호선",473.2089488519264,7.094586939309241
75,75,126.8055,37.5832,서울특별시,강서구,약사사,서울 강서구 금낭화로17길 261-0,관광지,역사관광,46,"개화, 9호선",825.1678984118684,12.371332809773138
77,77,126.8311,37.5612,서울특별시,강서구,스페이스K/서울,서울 강서구 마곡중앙8로 32-0,관광지,문화관광,48,"마곡, 5호선",511.973604650756,7.675766186668007
78,78,126.8384,37.5722,서울특별시,강서구,겸재정선미술관,서울 강서구 양천로47길 36-0,관광지,문화관광,49,"양천향교, 9호선",496.78806655622566,7.44809694986845
79,79,126.8356,37.5493,서울특별시,강서구,송화벽화시장,서울 강서구 강서로45나길 16-0,관광지,쇼핑,50,"우장산, 5호선",86.67192175496197,1.2994291117685453
80,80,126.8476,37.5315,서울특별시,강서구,까치산시장,서울 강서구 강서로12길 14-0,관광지,쇼핑,52,"까치산, 5호선",86.337470626165,1.2944148519664918
81,81,126.8095,37.5792,서울특별시,강서구,국제청소년센터,서울 강서구 금낭화로 234-0,관광지,레저스포츠,54,"방화, 5호선",346.20557623123216,5.190488399268848
82,82,126.8235,37.5629,서울특별시,강서구,헬로방방/마곡점,서울 강서구 마곡서로 101-0,관광지,문화관광,58,"마곡, 5호선",347.21416121973755,5.205609613489318
83,83,126.8398,37.573,서울특별시,강서구,양천향교,서울 강서구 양천로47나길 53-0,관광지,역사관광,60,"양천향교, 9호선",530.2416981418517,7.949650646804372
84,84,126.827,37.5662,서울특별시,강서구,챔피언/마곡중앙광장점,서울 강서구 마곡중앙5로 지하 9-0,관광지,문화관광,61,"마곡나루, 9호선",69.75284304911564,1.0457697608563064
85,85,126.8539,37.5339,서울특별시,강서구,성심사,서울 강서구 곰달래로35길 64-0,관광지,역사관광,64,"까치산, 5호선",680.3612278160609,10.200318258111858
87,87,126.8451,37.5504,서울특별시,강서구,우장산인조잔디구장,서울 강서구 우장산로10길 112-0,관광지,문화관광,73,"우장산, 5호선",796.8968815967104,11.947479484208552
89,89,126.8347,37.5604,서울특별시,강서구,봉봉키즈카페/강서점,서울 강서구 마곡중앙6로 65-0,관광지,문화관광,77,"발산, 5호선",329.8017700974528,4.944554274324629
90,90,126.8391,37.5348,서울특별시,강서구,화곡중앙골목시장,서울 강서구 월정로30길 66-0,관광지,쇼핑,78,"까치산, 5호선",749.9690297175614,11.243913489018912
92,92,126.832,37.5587,서울특별시,강서구,시크릿쥬쥬또봇키즈카페/발산점,서울 강서구 공항대로 222-0,관광지,문화관광,87,"발산, 5호선",500.93109137384187,7.51021126497514
96,96,126.8428,37.536,서울특별시,강서구,백구사,서울 강서구 강서로17나길 78-12,관광지,역사관광,95,"까치산, 5호선",581.725640212662,8.721523841269295
97,97,126.8654,37.5602,서울특별시,강서구,가양레포츠센터/축구장,서울 강서구 양천로61길 101-0,관광지,문화관광,97,"증미, 9호선",435.83474372046,6.534254028792504
99,99,126.8593,37.4989,서울특별시,구로구,코스트코홀세일/고척점,서울 구로구 경인로43길 49-0,관광지,쇼핑,1,"개봉, 경인선",479.08982279189183,7.182755963896429
100,100,126.8979,37.4844,서울특별시,구로구,이마트/구로점,서울 구로구 디지털로32길 43-0,관광지,쇼핑,2,"구로디지털단지, 2호선",324.214411687725,4.860785782424662
101,101,126.8892,37.5086,서울특별시,구로구,현대백화점/디큐브시티점,서울 구로구 경인로 662-0,관광지,쇼핑,3,"신도림, 2호선",171.32490025089845,2.568589209158897
102,102,126.8828,37.5011,서울특별시,구로구,NC백화점/신구로점,서울 구로구 구로중앙로 152-0,관광지,쇼핑,4,"구로, 경부선",227.4885250853945,3.4106225649984183
103,103,126.8903,37.5067,서울특별시,구로구,이마트/신도림점,서울 구로구 새말로 97-0,관광지,쇼핑,5,"신도림, 경부선",243.35410354057552,3.648487309453906
104,104,126.8884,37.5097,서울특별시,구로구,홈플러스/신도림점,서울 구로구 경인로 661-0,관광지,쇼핑,6,"신도림, 2호선",251.07880172972875,3.764299876007928
105,105,126.8671,37.4982,서울특별시,구로구,고척스카이돔,서울 구로구 경인로 430-0,관광지,문화관광,8,"구일, 경인선",363.77243884135606,5.453859652793944
107,107,126.8522,37.5057,서울특별시,구로구,고척근린공원,서울 구로구,관광지,문화관광,10,"오류동, 경인선",1379.602558185277,20.683696524516897
109,109,126.8626,37.498,서울특별시,구로구,2001아울렛/구로점,서울 구로구 중앙로1길 36-0,관광지,쇼핑,13,"개봉, 경인선",457.7940014781021,6.863478283030016
110,110,126.8856,37.4892,서울특별시,구로구,구로시장,서울 구로구 구로동로22길 17-4,관광지,쇼핑,15,"남구로, 7호선",378.1923914543288,5.670050846391736
112,112,126.8916,37.4908,서울특별시,구로구,구로리공원,서울 구로구 구로중앙로 13-0,관광지,문화관광,18,"대림(구로구청), 2호선",400.43081890424577,6.003460553287042
114,114,126.8965,37.4848,서울특별시,구로구,지밸리몰,서울 구로구 디지털로 300-0,관광지,쇼핑,21,"구로디지털단지, 2호선",436.5342530030573,6.544741424333692
116,116,126.8841,37.4999,서울특별시,구로구,리치몰,서울 구로구 구로중앙로 134-0,관광지,쇼핑,23,"구로, 경부선",396.20793748564427,5.940148987790768
119,119,126.8248,37.4834,서울특별시,구로구,푸른수목원,서울 구로구 연동로 240-0,관광지,자연관광,26,"온수(성공회대입구), 7호선",977.4146781616,14.653893225811094
120,120,126.8539,37.4918,서울특별시,구로구,개봉중앙시장,서울 구로구 개봉로17길 34-0,관광지,쇼핑,27,"개봉, 경인선",597.8545510696581,8.963336597745998
121,121,126.8877,37.4899,서울특별시,구로구,남구로시장,서울 구로구 구로동로26길 25-0,관광지,쇼핑,28,"남구로, 7호선",428.4937410230645,6.424194018336798
122,122,126.8891,37.4813,서울특별시,구로구,가리봉시장,서울 구로구 우마3길 19-0,관광지,쇼핑,30,"남구로, 7호선",552.6572154592136,8.285715374201104
123,123,126.8248,37.4834,서울특별시,구로구,푸른수목원,서울 구로구 서해안로 2117-0,관광지,자연관광,31,"온수(성공회대입구), 7호선",977.4146781616,14.653893225811094
124,124,126.8889,37.4965,서울특별시,구로구,구로아트밸리예술극장,서울 구로구 가마산로25길 9-24,관광지,문화관광,32,"대림(구로구청), 2호선",644.365259099615,9.660648562213115
126,126,126.85,37.5023,서울특별시,구로구,고척근린시장,서울 구로구 경인로33길 103-0,관광지,쇼핑,36,"오류동, 경인선",955.2130520613966,14.321035263289303
128,128,126.8668,37.496,서울특별시,구로구,고척스카이돔/축구장,서울 구로구 안양천로 545-0,관광지,문화관광,39,"구일, 경인선",362.9321527526048,5.441261660458841
132,132,126.8769,37.4958,서울특별시,구로구,사모아쇼핑,서울 구로구 구일로10길 93-0,관광지,쇼핑,51,"구일, 경인선",550.3655442892582,8.251357485596074
133,133,126.8608,37.5067,서울특별시,구로구,현준아이스링크,서울 구로구 목동남로 6-0,관광지,레저스포츠,52,"양천구청, 2호선",772.5613520628355,11.582628966459302
134,134,126.8857,37.4965,서울특별시,구로구,서울특별시교육청과학전시관/남부분관,서울 구로구 구로중앙로27나길 21-0,관광지,문화관광,55,"구로, 경부선",797.3233691748043,11.953873600821654
136,136,126.8865,37.493,서울특별시,구로구,명화사,서울 구로구 가마산로20나길 11-0,관광지,역사관광,59,"대림(구로구청), 2호선",746.1593032273648,11.186796150335304
139,139,126.8952,37.4799,서울특별시,구로구,G밸리산업박물관,서울 구로구 디지털로26길 38-0,관광지,문화관광,62,"구로디지털단지, 2호선",809.621288799217,12.138250206884813
140,140,126.8865,37.4896,서울특별시,구로구,구로꿈나무극장,서울 구로구 구로동로26길 54-0,관광지,문화관광,63,"남구로, 7호선",398.8760620860597,5.980150855862964
146,146,126.8391,37.5014,서울특별시,구로구,잣절공원,서울 구로구 고척로21나길 103-0,관광지,문화관광,70,"오류동, 경인선",942.8523164759952,14.13571688869558
149,149,126.8226,37.5026,서울특별시,구로구,원각사,서울 구로구 오리로21가길 146-0,관광지,역사관광,73,"까치울, 7호선(인천)",1103.739193323527,16.547813992856476
151,151,126.8533,37.4859,서울특별시,구로구,아이쿠아어린이수영장/개봉점,서울 구로구 개봉로3길 51-0,관광지,문화관광,75,"광명사거리, 7호선",750.8909031893616,11.257734680500173
152,152,126.8435,37.4966,서울특별시,구로구,오류시장,서울 구로구 경인로19가길 14-1,관광지,쇼핑,77,"오류동, 경인선",283.1707845980616,4.2454390494462
153,153,126.8173,37.4762,서울특별시,구로구,노리파크대베가랜드/구로점,서울 구로구 부광로 96-5,관광지,문화관광,78,"역곡, 경인선",1120.6589738025257,16.80148386510533
154,154,126.8897,37.4968,서울특별시,구로구,구로근린공원,서울 구로구 가마산로25길 21-0,관광지,문화관광,79,"대림(구로구청), 2호선",608.2085638499683,9.118569173162944
158,158,126.8409,37.4755,서울특별시,구로구,천왕근린공원,서울 구로구 금오로 878-0,관광지,문화관광,84,"천왕, 7호선",1251.1027950488071,18.757163344060075
162,162,126.8843,37.4887,서울특별시,구로구,대호식자재마트/구로점,서울 구로구 구로동로 115-0,관광지,쇼핑,90,"남구로, 7호선",392.5996696259648,5.886052018380281
165,165,126.8227,37.4787,서울특별시,구로구,꽃그리는아이/구로항동센터,서울 구로구 연동로 197-0,관광지,문화관광,95,"역곡, 경인선",1223.8730584811422,18.34892141650888
166,166,126.8711,37.4998,서울특별시,구로구,구로구리틀야구장,서울 구로구 경인로67길 0-0,관광지,문화관광,96,"구일, 경인선",338.93338395250646,5.08146002927296
167,167,126.8329,37.4998,서울특별시,구로구,관음사,서울 구로구 오리로22길 77-0,관광지,역사관광,97,"온수(성공회대입구), 경인선",1129.617521876027,16.935794930675065
170,170,127.0513,37.6547,서울특별시,도봉구,하나로마트/창동점,서울 도봉구 마들로11길 20-0,관광지,쇼핑,1,"창동, 경원선",361.070653344413,5.413353123604393
171,171,127.0436,37.6648,서울특별시,도봉구,홈플러스/방학점,서울 도봉구 도봉로 678-0,관광지,쇼핑,2,"방학, 경원선",305.82613984126914,4.585099547845115
172,172,127.0471,37.6518,서울특별시,도봉구,이마트/창동점,서울 도봉구 노해로65길 4-0,관광지,쇼핑,3,"창동, 4호선",143.77725782749386,2.155581076873971
173,173,127.0375,37.6394,서울특별시,도봉구,신창시장,서울 도봉구 덕릉로57길 10-0,관광지,쇼핑,4,"수유(강북구청), 4호선",1049.382699224827,15.732874051346736
174,174,127.0355,37.6653,서울특별시,도봉구,방학동도깨비시장,서울 도봉구 도당로13다길 33-0,관광지,쇼핑,5,"방학, 경원선",811.7332155169141,12.169913276115654
175,175,127.0437,37.6653,서울특별시,도봉구,CGV/방학,서울 도봉구 도봉로 684-0,관광지,문화관광,6,"방학, 경원선",249.6830437750693,3.7433739696412194
176,176,127.0276,37.6523,서울특별시,도봉구,둘리뮤지엄,서울 도봉구 시루봉로1길 6-0,관광지,문화관광,7,"쌍문, 4호선",748.1732011089267,11.216989521872964
177,177,127.0475,37.6918,서울특별시,도봉구,다락원체육공원,서울 도봉구 창포원로 45-0,관광지,문화관광,9,"도봉산, 경원선",282.1933940035941,4.230785517295264
178,178,127.0481,37.6893,서울특별시,도봉구,서울창포원,서울 도봉구 마들로 916-0,관광지,문화관광,10,"도봉산, 7호선",140.48172119533086,2.1061727315641807
179,179,127.0387,37.6546,서울특별시,도봉구,메가박스/창동,서울 도봉구 도봉로 558-0,관광지,문화관광,14,"쌍문, 4호선",750.6873951488044,11.254683585439343
180,180,127.0225,37.6613,서울특별시,도봉구,연산군묘,서울 도봉구,관광지,역사관광,15,"북한산우이, 우이신설선",882.4226975408496,13.229725600312587
182,182,127.041,37.6484,서울특별시,도봉구,창골축구장,서울 도봉구 해등로3길 48-11,관광지,문화관광,18,"쌍문, 4호선",555.7522340393543,8.332117451864383
183,183,127.047,37.668,서울특별시,도봉구,헬로애니멀,서울 도봉구 마들로 650-0,관광지,문화관광,19,"방학, 경원선",246.8383136594258,3.700724342720027
184,184,127.0372,37.64,서울특별시,도봉구,삼익쇼핑센터,서울 도봉구 덕릉로57길 30-0,관광지,쇼핑,20,"쌍문, 4호선",982.4224134600228,14.72897171604232
185,185,127.0493,37.6523,서울특별시,도봉구,렛츠런CCC/도봉지점,서울 도봉구 노해로67길 14-0,관광지,레저스포츠,21,"창동, 경원선",153.4237025033807,2.300205434833294
186,186,127.0412,37.6702,서울특별시,도봉구,신도봉시장,서울 도봉구 도당로27길 60-0,관광지,쇼핑,23,"방학, 경원선",403.8687373384239,6.0550035582972095
187,187,127.0252,37.6492,서울특별시,도봉구,키즈팡팡/쌍문점,서울 도봉구 우이천로32길 38-0,관광지,문화관광,24,"쌍문, 4호선",841.5713423466182,12.617261504447049
188,188,127.0171,37.6575,서울특별시,도봉구,법종사,서울 도봉구 해등로 354-0,관광지,역사관광,25,"솔밭공원, 우이신설선",375.0438090605517,5.62284571305175
189,189,127.0499,37.6841,서울특별시,도봉구,한신쇼핑,서울 도봉구 도봉로180나길 41-0,관광지,쇼핑,26,"도봉, 경원선",630.7010936269254,9.455788510148809
191,191,127.0157,37.7005,서울특별시,도봉구,도봉산,서울 도봉구 도봉산길 58-0,관광지,자연관광,28,"도봉산, 경원선",2940.36279114266,44.083400167056375
192,192,127.0359,37.6861,서울특별시,도봉구,북한산국립공원/도봉탐방지원센터,서울 도봉구 도봉산길 73-0,관광지,기타관광,30,"도봉산, 경원선",972.9394609698268,14.586798515289756
193,193,127.043,37.6554,서울특별시,도봉구,키블리,서울 도봉구 도봉로136가길 73-0,관광지,문화관광,31,"창동, 4호선",456.17032830769074,6.839135356936892
194,194,127.0394,37.6407,서울특별시,도봉구,국립현대미술관/창동레지던시,서울 도봉구 덕릉로 257-0,관광지,문화관광,32,"쌍문, 4호선",972.3547458033186,14.578032170964295
195,195,127.024,37.6599,서울특별시,도봉구,김수영문학관,서울 도봉구 해등로32길 80-0,관광지,문화관광,33,"솔밭공원, 우이신설선",1039.4379509598568,15.583777375709996
198,198,127.0475,37.6746,서울특별시,도봉구,도봉시장,서울 도봉구 마들로 724-0,관광지,쇼핑,37,"도봉, 경원선",575.9096262140879,8.63432722959652
199,199,127.0487,37.654,서울특별시,도봉구,플랫폼창동61,서울 도봉구 마들로11길 74-0,관광지,문화관광,38,"창동, 경원선",135.53809316475537,2.032055369786437
200,200,127.0272,37.6614,서울특별시,도봉구,신동아프라자,서울 도봉구 방학로 223-0,관광지,쇼핑,39,"북한산우이, 우이신설선",1289.782257852252,19.33706533511622
201,201,127.0354,37.6877,서울특별시,도봉구,광륜사,서울 도봉구 도봉산길 86-1,관광지,역사관광,40,"도봉산, 경원선",961.073023481811,14.408890906773776
203,203,127.039,37.6384,서울특별시,도봉구,창동골목시장,서울 도봉구 덕릉로58길 14-0,관광지,쇼핑,44,"수유(강북구청), 4호선",1171.6994788264954,17.566708827983437
204,204,127.0348,37.6529,서울특별시,도봉구,함석헌기념관,서울 도봉구 도봉로123길 33-6,관광지,문화관광,45,"쌍문, 4호선",474.32773507682697,7.111360345979414
206,206,127.017,37.6585,서울특별시,도봉구,금강사,서울 도봉구 삼양로162길 51-21,관광지,역사관광,47,"솔밭공원, 우이신설선",428.1478769452728,6.419008649854165
208,208,127.0471,37.6908,서울특별시,도봉구,평화문화진지,서울 도봉구 마들로 932-0,관광지,문화관광,49,"도봉산, 경원선",168.3369058041341,2.523791691216403
210,210,127.0457,37.648,서울특별시,도봉구,초안산생태공원,서울 도봉구 해등로 32-0,관광지,문화관광,51,"창동, 4호선",581.5482762325126,8.718864711132124
211,211,127.0436,37.6889,서울특별시,도봉구,연수암,서울 도봉구 도봉산4길 28-19,관광지,역사관광,52,"도봉산, 경원선",227.17917289721456,3.40598460115764
212,212,127.0484,37.6787,서울특별시,도봉구,도봉구야외물놀이축제,서울 도봉구 도봉로168길 30-0,관광지,문화관광,53,"도봉, 경원선",265.3320338328749,3.977991511737255
213,213,127.0153,37.6557,서울특별시,도봉구,백운시장,서울 도봉구 삼양로154길 42-0,관광지,쇼핑,54,"솔밭공원, 우이신설선",182.57671176506577,2.737282035458257
214,214,127.033,37.6415,서울특별시,도봉구,우이천벚꽃축제,서울 도봉구 도봉로110다길 0-0,관광지,문화관광,55,"수유(강북구청), 4호선",746.9573182510668,11.198760393569216
215,215,127.0282,37.6649,서울특별시,도봉구,간송전형필가옥,서울 도봉구 시루봉로 149-18,관광지,역사관광,56,"북한산우이, 우이신설선",1384.8088076612275,20.761751239298764
