,경도,위도,중심시도명,중심시군구명,중심관광지명,주소,중심카테고리 명_대,중심카테고리 명_중,순위,가까운 지하철역,지하철역과의 거리,도보시간
0,127.0591,37.512,서울특별시,강남구,코엑스,서울 강남구 영동대로 513-0,관광지,문화관광,1,"봉은사, 9호선(연장)",266.2735837023818,3.9921077016848847
1,127.0597,37.5087,서울특별시,강남구,현대백화점/무역센터점,서울 강남구 테헤란로 517-0,관광지,쇼핑,2,"삼성(무역센터), 2호선",306.333440319704,4.592705252169475
2,127.0275,37.5273,서울특별시,강남구,현대백화점/압구정본점,서울 강남구 압구정로 165-0,관광지,쇼핑,3,"압구정, 3호선",88.63509399543138,1.3288619789419995
3,127.0416,37.5279,서울특별시,강남구,갤러리아백화점/명품관EAST,서울 강남구 압구정로 407-0,관광지,쇼핑,4,"압구정로데오, 분당선",110.43883588572481,1.6557546609553944
4,127.04,37.5284,서울특별시,강남구,갤러리아백화점/명품관WEST,서울 강남구 압구정로 343-0,관광지,쇼핑,5,"압구정로데오, 분당선",122.5510984311579,1.8373478025660854
5,127.0532,37.4969,서울특별시,강남구,롯데백화점/강남점,서울 강남구 도곡로 401-0,관광지,쇼핑,9,"한티, 분당선",79.06212180792937,1.1853391575401704
6,127.0227,37.5215,서울특별시,강남구,신사동가로수길,서울 강남구,관광지,문화관광,12,"신사, 신분당선(연장2)",617.2563896353167,9.25421873516217
7,127.0483,37.4993,서울특별시,강남구,이마트/역삼점,서울 강남구 역삼로 310-0,관광지,쇼핑,14,"한티, 분당선",528.2921766698813,7.920422438828805
8,127.0574,37.5153,서울특별시,강남구,봉은사,서울 강남구 봉은사로 531-0,관광지,역사관광,15,"봉은사, 9호선(연장)",278.6705838285745,4.177969772542346
9,127.0598,37.5113,서울특별시,강남구,메가박스/코엑스,서울 강남구 봉은사로 524-0,관광지,문화관광,18,"봉은사, 9호선(연장)",326.3519717789085,4.892833160103575
10,127.0353,37.5244,서울특별시,강남구,도산공원,서울 강남구 도산대로45길 20-0,관광지,문화관광,19,"압구정로데오, 분당선",568.7860130594388,8.527526432675245
11,127.037,37.5229,서울특별시,강남구,CGV/청담씨네시티,서울 강남구 도산대로 323-0,관광지,문화관광,20,"압구정로데오, 분당선",587.307498042506,8.805209865704738
12,127.0288,37.5245,서울특별시,강남구,CGV/압구정본관,서울 강남구 논현로 848-0,관광지,문화관광,24,"압구정, 3호선",287.02842197431954,4.303274692268658
13,127.0588,37.5124,서울특별시,강남구,아쿠아리움/코엑스몰점,서울 강남구 영동대로 513-0,관광지,문화관광,27,"봉은사, 9호선(연장)",238.9110752824565,3.5818751916410267
14,127.0263,37.5016,서울특별시,강남구,CGV/강남,서울 강남구 강남대로 438-0,관광지,문화관광,28,"신논현, 신분당선(연장2)",350.33846609666125,5.252450766066885
15,127.0381,37.5276,서울특별시,강남구,압구정로데오거리,서울 강남구,관광지,문화관광,32,"압구정로데오, 분당선",216.51724164174678,3.2461355568477774
16,127.0718,37.4957,서울특별시,강남구,SETEC,서울 강남구 남부순환로 3104-0,관광지,문화관광,34,"학여울, 3호선",150.98645410403475,2.2636649790709855
17,127.0469,37.4874,서울특별시,강남구,롯데시네마/도곡,서울 강남구 남부순환로 2753-0,관광지,문화관광,35,"매봉, 3호선",51.594644453881806,0.773532900358048
18,127.0596,37.5111,서울특별시,강남구,스타필드/코엑스몰,서울 강남구 영동대로 513-0,관광지,쇼핑,38,"봉은사, 9호선(연장)",350.83474430963287,5.259891219034976
19,127.0256,37.5239,서울특별시,강남구,광림아트센터/BBCH홀,서울 강남구 논현로163길 33-0,관광지,문화관광,40,"압구정, 3호선",433.4730596315166,6.4988464712371306
20,127.103,37.4873,서울특별시,강남구,이마트/수서점,서울 강남구 광평로 280-0,관광지,쇼핑,44,"수서, 3호선",97.05219488104454,1.455055395517909
21,127.0397,37.5083,서울특별시,강남구,더라움,서울 강남구 언주로 564-0,관광지,문화관광,45,"선정릉, 9호선(연장)",439.9957561451839,6.596638023166175
22,127.0577,37.512,서울특별시,강남구,세븐럭/코엑스센터점,서울 강남구 테헤란로87길 58-0,관광지,문화관광,48,"봉은사, 9호선(연장)",333.5877044894552,5.001314909886884
23,127.049,37.5086,서울특별시,강남구,선정릉,서울 강남구 선릉로100길 1-0,관광지,역사관광,53,"선릉, 분당선",415.8861831668896,6.235175159923382
24,127.0606,37.5076,서울특별시,강남구,마이아트뮤지엄,서울 강남구 테헤란로 518-0,관광지,문화관광,54,"삼성(무역센터), 2호선",265.1311739606607,3.9749801193502354
25,127.0217,37.5166,서울특별시,강남구,롯데시네마/브로드웨이,서울 강남구 도산대로 118-0,관광지,문화관광,59,"신사, 신분당선(연장2)",143.28634682606415,2.1482210918450395
26,127.0294,37.5243,서울특별시,강남구,CGV/압구정신관,서울 강남구 압구정로30길 45-0,관광지,문화관광,63,"압구정, 3호선",318.65747301200014,4.777473358500751
27,127.061,37.5091,서울특별시,강남구,파르나스몰,서울 강남구 테헤란로 521-0,관광지,쇼핑,65,"삼성(무역센터), 2호선",193.07810670765278,2.894724238495544
28,127.0597,37.5087,서울특별시,강남구,현대백화점면세점/무역센터점,서울 강남구 테헤란로 517-0,관광지,쇼핑,66,"삼성(무역센터), 2호선",306.333440319704,4.592705252169475
29,127.0652,37.5066,서울특별시,강남구,KT&G상상마당/대치아트홀,서울 강남구 영동대로 416-0,관광지,문화관광,70,"삼성(무역센터), 2호선",307.50870809708323,4.6103254587268845
30,127.0339,37.5274,서울특별시,강남구,서울옥션/강남센터,서울 강남구 언주로 864-0,관광지,문화관광,72,"압구정, 3호선",482.1475289471863,7.228598634890349
31,127.0343,37.5212,서울특별시,강남구,현대모터스튜디오/서울,서울 강남구 언주로 738-0,관광지,문화관광,74,"강남구청, 분당선",733.6766971802035,10.999650632386858
32,127.0398,37.5083,서울특별시,강남구,라움아트센터,서울 강남구 언주로 564-0,관광지,문화관광,77,"선정릉, 9호선(연장)",432.38093959909975,6.482472857557717
33,127.0659,37.5103,서울특별시,강남구,백암아트홀,서울 강남구 테헤란로113길 7-0,관광지,문화관광,78,"삼성(무역센터), 2호선",291.2062791113678,4.365911231054989
34,127.0656,37.5033,서울특별시,강남구,바운스트램폴린파크/삼성센터,서울 강남구 영동대로 325-0,관광지,문화관광,79,"삼성(무역센터), 2호선",652.038197582249,9.775685121173149
35,127.0298,37.5303,서울특별시,강남구,금강쇼핑센터,서울 강남구 압구정로 201-0,관광지,쇼핑,84,"압구정, 3호선",377.31169531159225,5.656847006170798
36,127.027,37.5004,서울특별시,강남구,메가박스/강남대로,서울 강남구 강남대로 422-0,관광지,문화관광,87,"강남, 2호선",279.3715481514977,4.188478982781074
37,127.0353,37.5227,서울특별시,강남구,메종에르메스,서울 강남구 도산대로45길 7-0,관광지,쇼핑,88,"압구정로데오, 분당선",695.6810968880066,10.430001452593801
38,127.0428,37.5276,서울특별시,강남구,기아360,서울 강남구 압구정로 417-0,관광지,문화관광,89,"압구정로데오, 분당선",201.76797126431435,3.0250070654319994
39,127.0943,37.4826,서울특별시,강남구,식물관PH,서울 강남구 광평로34길 24-0,관광지,문화관광,92,"수서, 분당선",830.1504121043154,12.44603316498224
40,127.0404,37.5262,서울특별시,강남구,캘리클럽/청담점,서울 강남구 선릉로 832-0,관광지,문화관광,94,"압구정로데오, 분당선",131.610377833581,1.9731690829622337
41,127.0525,37.4717,서울특별시,강남구,능인선원/포이동법당,서울 강남구 양재대로 340-0,관광지,역사관광,95,"양재시민의숲(매헌), 신분당선",1259.3439260534653,18.88071853153621
42,127.0458,37.5084,서울특별시,강남구,선릉,서울 강남구 선릉로100길 1-0,관광지,역사관광,96,"선정릉, 9호선(연장)",263.97695099236586,3.957675427171902
43,127.0808,37.4963,서울특별시,강남구,마루공원,서울 강남구,관광지,문화관광,97,"대청, 3호선",328.91331075231705,4.931234044262625
44,127.0408,37.4941,서울특별시,강남구,역삼청소년수련관,서울 강남구 논현로64길 7-0,관광지,레저스포츠,100,"역삼, 2호선",819.4679996761254,12.285877056613574
45,126.8029,37.5589,서울특별시,강서구,김포국제공항국내선,서울 강서구 하늘길 111-0,관광지,기타관광,1,"김포공항, 공항철도1호선",338.1776994247663,5.070130426158415
46,126.8031,37.5634,서울특별시,강서구,롯데몰/김포공항점,서울 강서구 하늘길 38-0,관광지,쇼핑,2,"김포공항, 김포골드라인",158.6556376134389,2.378645241580793
47,126.835,37.5694,서울특별시,강서구,서울식물원,서울 강서구 마곡동로 161-0,관광지,문화관광,3,"양천향교, 9호선",570.800046915082,8.557721842804828
48,126.8405,37.5599,서울특별시,강서구,NC백화점/강서점,서울 강서구 강서로56길 17-0,관광지,쇼핑,4,"발산, 5호선",288.95264100712126,4.332123553330153
49,126.8548,37.5584,서울특별시,강서구,홈플러스/강서점,서울 강서구 화곡로 398-0,관광지,쇼핑,5,"가양, 9호선",333.35410401267166,4.997812653863143
50,126.8009,37.5659,서울특별시,강서구,김포국제공항국제선,서울 강서구 하늘길 38-0,관광지,기타관광,6,"김포공항, 5호선",391.7684899247962,5.873590553595145
51,126.8208,37.5533,서울특별시,강서구,강서농산물도매시장,서울 강서구 발산로 40-0,관광지,쇼핑,7,"마곡, 5호선",867.3276564224984,13.003413139767591
52,126.8029,37.5589,서울특별시,강서구,김포국제공항,서울 강서구 하늘길 112-0,관광지,기타관광,8,"김포공항, 공항철도1호선",338.1776994247663,5.070130426158415
53,126.8499,37.5642,서울특별시,강서구,홈플러스/가양점,서울 강서구 양천로 431-0,관광지,쇼핑,10,"가양, 9호선",509.1437358649552,7.633339368290183
54,126.8531,37.5616,서울특별시,강서구,롯데시네마/가양,서울 강서구 양천로 476-0,관광지,문화관광,12,"가양, 9호선",122.03145721112996,1.8295570796271359
55,126.8292,37.5651,서울특별시,강서구,LG아트센터/서울,서울 강서구 마곡중앙로 136-0,관광지,문화관광,13,"마곡나루, 공항철도1호선",168.31233340972426,2.523423289501113
56,126.8085,37.5566,서울특별시,강서구,국립항공박물관,서울 강서구 하늘길 177-0,관광지,문화관광,14,"송정, 5호선",594.1462458564722,8.907739817938113
57,126.8559,37.5579,서울특별시,강서구,CGV/등촌,서울 강서구 공항대로45길 63-0,관광지,문화관광,15,"가양, 9호선",407.9250570674756,6.1158179470386145
58,126.8351,37.5593,서울특별시,강서구,메가박스/마곡,서울 강서구 공항대로 247-0,관광지,문화관광,16,"발산, 5호선",239.902484269123,3.5967388945895498
59,126.8031,37.5632,서울특별시,강서구,롯데백화점/김포공항점,서울 강서구 하늘길 38-0,관광지,쇼핑,17,"김포공항, 김포골드라인",143.31758388223176,2.148689413526713
60,126.816,37.5881,서울특별시,강서구,강서한강공원,서울 강서구 양천로27길 279-23,관광지,문화관광,19,"방화, 5호선",1217.0064396625803,18.245973608134637
61,126.8036,37.5638,서울특별시,강서구,롯데마트/김포공항점,서울 강서구 하늘길 38-0,관광지,쇼핑,20,"김포공항, 김포골드라인",221.26846103242468,3.317368231370685
62,126.7958,37.5467,서울특별시,강서구,인서울27골프클럽,서울 강서구,관광지,레저스포츠,21,"김포공항, 공항철도1호선",1765.0099776686918,26.461918705677537
63,126.8618,37.5582,서울특별시,강서구,이마트/가양점,서울 강서구 양천로 559-0,관광지,쇼핑,22,"증미, 9호선",89.41600854323084,1.3405698432268491
64,126.8038,37.5636,서울특별시,강서구,롯데시네마/김포공항,서울 강서구 하늘길 지하 77-0,관광지,문화관광,23,"김포공항, 김포골드라인",219.26540467355127,3.2873374014025676
65,126.8376,37.5406,서울특별시,강서구,메가박스/화곡,서울 강서구 화곡로 142-0,관광지,문화관광,25,"화곡, 5호선",272.39596005505825,4.083897452099824
66,126.8443,37.5414,서울특별시,강서구,볏골공원,서울 강서구 까치산로4길 22-0,관광지,문화관광,28,"화곡, 5호선",339.50924112418414,5.090093570077723
67,126.8437,37.5431,서울특별시,강서구,화곡본동시장,서울 강서구 까치산로 35-0,관광지,쇼핑,29,"화곡, 5호선",336.09909504216324,5.038966942161368
68,126.8509,37.5678,서울특별시,강서구,허준박물관,서울 강서구 허준로 87-0,관광지,문화관광,31,"가양, 9호선",777.6143654249298,11.658386288229831
69,126.8481,37.5567,서울특별시,강서구,KBS아레나,서울 강서구 공항대로 376-0,관광지,문화관광,33,"가양, 9호선",765.8029424305796,11.481303484716335
70,126.8123,37.5716,서울특별시,강서구,방신재래시장,서울 강서구 방화동로16길 32-0,관광지,쇼핑,35,"개화산, 5호선",548.6529020323861,8.225680690140722
71,126.8499,37.5642,서울특별시,강서구,몬스터파크/가양점,서울 강서구 양천로 431-0,관광지,문화관광,36,"가양, 9호선",509.1437358649552,7.633339368290183
72,126.8208,37.5776,서울특별시,강서구,서울물재생체험관,서울 강서구 양천로 201-0,관광지,문화관광,41,"방화, 5호선",712.0884313347779,10.675988475783775
73,126.8597,37.5329,서울특별시,강서구,남부시장,서울 강서구 등촌로5길 62-4,관광지,쇼핑,43,"목동, 5호선",888.4040312617897,13.319400768542573
74,126.8131,37.5817,서울특별시,강서구,방화근린공원,서울 강서구 금낭화로 176-0,관광지,문화관광,44,"방화, 5호선",473.2089488519264,7.094586939309241
75,126.8055,37.5832,서울특별시,강서구,약사사,서울 강서구 금낭화로17길 261-0,관광지,역사관광,46,"개화, 9호선",825.1678984118684,12.371332809773138
76,126.8346,37.5756,서울특별시,강서구,서울식물원호수공원,서울 강서구,관광지,문화관광,47,"양천향교, 9호선",997.8700639369303,14.960570673717095
77,126.8311,37.5612,서울특별시,강서구,스페이스K/서울,서울 강서구 마곡중앙8로 32-0,관광지,문화관광,48,"마곡, 5호선",511.97360465075604,7.675766186668007
78,126.8384,37.5722,서울특별시,강서구,겸재정선미술관,서울 강서구 양천로47길 36-0,관광지,문화관광,49,"양천향교, 9호선",496.78806655622566,7.44809694986845
79,126.8356,37.5493,서울특별시,강서구,송화벽화시장,서울 강서구 강서로45나길 16-0,관광지,쇼핑,50,"우장산, 5호선",86.67192175496197,1.2994291117685453
80,126.8476,37.5315,서울특별시,강서구,까치산시장,서울 강서구 강서로12길 14-0,관광지,쇼핑,52,"까치산, 5호선",86.337470626165,1.2944148519664918
81,126.8095,37.5792,서울특별시,강서구,국제청소년센터,서울 강서구 금낭화로 234-0,관광지,레저스포츠,54,"방화, 5호선",346.20557623123216,5.1904883992688475
82,126.8235,37.5629,서울특별시,강서구,헬로방방/마곡점,서울 강서구 마곡서로 101-0,관광지,문화관광,58,"마곡, 5호선",347.21416121973755,5.205609613489318
83,126.8398,37.573,서울특별시,강서구,양천향교,서울 강서구 양천로47나길 53-0,관광지,역사관광,60,"양천향교, 9호선",530.2416981418517,7.949650646804372
84,126.827,37.5662,서울특별시,강서구,챔피언/마곡중앙광장점,서울 강서구 마곡중앙5로 지하 9-0,관광지,문화관광,61,"마곡나루, 9호선",69.75284304911564,1.0457697608563064
85,126.8539,37.5339,서울특별시,강서구,성심사,서울 강서구 곰달래로35길 64-0,관광지,역사관광,64,"까치산, 5호선",680.3612278160609,10.200318258111858
86,126.845,37.5543,서울특별시,강서구,우장산공원,서울 강서구,관광지,문화관광,68,"발산, 5호선",804.5249076130125,12.061842692848762
87,126.8451,37.5504,서울특별시,강서구,우장산인조잔디구장,서울 강서구 우장산로10길 112-0,관광지,문화관광,73,"우장산, 5호선",796.8968815967104,11.947479484208552
88,126.8529,37.5676,서울특별시,강서구,구암공원,서울 강서구,관광지,문화관광,75,"가양, 9호선",702.7041708637861,10.53529491549904
89,126.8347,37.5604,서울특별시,강서구,봉봉키즈카페/강서점,서울 강서구 마곡중앙6로 65-0,관광지,문화관광,77,"발산, 5호선",329.8017700974528,4.944554274324629
90,126.8391,37.5348,서울특별시,강서구,화곡중앙골목시장,서울 강서구 월정로30길 66-0,관광지,쇼핑,78,"까치산, 5호선",749.9690297175614,11.243913489018912
91,126.819,37.5864,서울특별시,강서구,강서습지생태공원,서울 강서구,관광지,문화관광,81,"방화, 5호선",1137.2179891171445,17.04974496427503
92,126.832,37.5587,서울특별시,강서구,시크릿쥬쥬또봇키즈카페/발산점,서울 강서구 공항대로 222-0,관광지,문화관광,87,"발산, 5호선",500.93109137384187,7.5102112649751405
93,126.8367,37.5719,서울특별시,강서구,서울식물원/어울림공원,서울 강서구,관광지,문화관광,88,"양천향교, 9호선",565.7410888891501,8.481875395639431
94,126.8639,37.562,서울특별시,강서구,황금내근린공원,서울 강서구,관광지,문화관광,89,"증미, 9호선",538.934696325449,8.079980454654407
95,126.8292,37.5651,서울특별시,강서구,LG아트센터/서울 (2022년10월13일개관예정),서울 강서구 마곡중앙로 136-0,관광지,문화관광,91,"마곡나루, 공항철도1호선",168.31233340972426,2.523423289501113
96,126.8428,37.536,서울특별시,강서구,백구사,서울 강서구 강서로17나길 78-12,관광지,역사관광,95,"까치산, 5호선",581.725640212662,8.721523841269295
97,126.8654,37.5602,서울특별시,강서구,가양레포츠센터/축구장,서울 강서구 양천로61길 101-0,관광지,문화관광,97,"증미, 9호선",435.83474372046004,6.534254028792504
98,126.8045,37.5638,서울특별시,강서구,롯데몰김포공항스카이파크,서울 강서구 하늘길 38-0,관광지,문화관광,99,"김포공항, 김포골드라인",282.1669451273809,4.230388982419504
99,126.8593,37.4989,서울특별시,구로구,코스트코홀세일/고척점,서울 구로구 경인로43길 49-0,관광지,쇼핑,1,"개봉, 경인선",479.08982279189183,7.182755963896429
100,126.8979,37.4844,서울특별시,구로구,이마트/구로점,서울 구로구 디지털로32길 43-0,관광지,쇼핑,2,"구로디지털단지, 2호선",324.214411687725,4.860785782424662
101,126.8892,37.5086,서울특별시,구로구,현대백화점/디큐브시티점,서울 구로구 경인로 662-0,관광지,쇼핑,3,"신도림, 2호선",171.32490025089845,2.568589209158897
102,126.8828,37.5011,서울특별시,구로구,NC백화점/신구로점,서울 구로구 구로중앙로 152-0,관광지,쇼핑,4,"구로, 경부선",227.4885250853945,3.4106225649984183
103,126.8903,37.5067,서울특별시,구로구,이마트/신도림점,서울 구로구 새말로 97-0,관광지,쇼핑,5,"신도림, 경부선",243.35410354057552,3.648487309453906
104,126.8884,37.5097,서울특별시,구로구,홈플러스/신도림점,서울 구로구 경인로 661-0,관광지,쇼핑,6,"신도림, 2호선",251.07880172972875,3.7642998760079274
105,126.8671,37.4982,서울특별시,구로구,고척스카이돔,서울 구로구 경인로 430-0,관광지,문화관광,8,"구일, 경인선",363.77243884135606,5.453859652793944
106,126.8827,37.5011,서울특별시,구로구,CGV/구로,서울 구로구 구로중앙로 152-0,관광지,문화관광,9,"구로, 경부선",224.7778197271828,3.369982304755364
107,126.8522,37.5057,서울특별시,구로구,고척근린공원,서울 구로구,관광지,문화관광,10,"오류동, 경인선",1379.602558185277,20.683696524516897
108,126.8591,37.4985,서울특별시,구로구,아이파크몰/고척점,서울 구로구 경인로43길 49-0,관광지,쇼핑,11,"개봉, 경인선",436.5385729194466,6.544806190696351
109,126.8626,37.498,서울특별시,구로구,2001아울렛/구로점,서울 구로구 중앙로1길 36-0,관광지,쇼핑,13,"개봉, 경인선",457.7940014781021,6.863478283030016
110,126.8856,37.4892,서울특별시,구로구,구로시장,서울 구로구 구로동로22길 17-4,관광지,쇼핑,15,"남구로, 7호선",378.1923914543288,5.670050846391736
111,126.8894,37.5088,서울특별시,구로구,롯데시네마/신도림,서울 구로구 경인로 662-0,관광지,문화관광,17,"신도림, 2호선",149.95923660926772,2.2482644169305503
112,126.8916,37.4908,서울특별시,구로구,구로리공원,서울 구로구 구로중앙로 13-0,관광지,문화관광,18,"대림(구로구청), 2호선",400.43081890424577,6.003460553287042
113,126.8919,37.4992,서울특별시,구로구,거리공원,서울 구로구,관광지,문화관광,20,"대림(구로구청), 2호선",713.446922069502,10.696355653215921
114,126.8965,37.4848,서울특별시,구로구,지밸리몰,서울 구로구 디지털로 300-0,관광지,쇼핑,21,"구로디지털단지, 2호선",436.53425300305724,6.544741424333692
115,126.8891,37.4813,서울특별시,구로구,가리봉시장,서울 구로구,관광지,쇼핑,22,"남구로, 7호선",552.6572154592136,8.285715374201104
116,126.8841,37.4999,서울특별시,구로구,리치몰,서울 구로구 구로중앙로 134-0,관광지,쇼핑,23,"구로, 경부선",396.20793748564427,5.940148987790768
117,126.8895,37.5089,서울특별시,구로구,디큐브아트센터,서울 구로구 경인로 662-0,관광지,문화관광,24,"신도림, 2호선",140.21276711779964,2.10214043654872
118,126.8904,37.507,서울특별시,구로구,씨네큐/신도림점,서울 구로구 새말로 97-0,관광지,문화관광,25,"신도림, 경부선",208.9584524684692,3.1328103818361197
119,126.8248,37.4834,서울특별시,구로구,푸른수목원,서울 구로구 연동로 240-0,관광지,자연관광,26,"온수(성공회대입구), 7호선",977.4146781616,14.653893225811094
120,126.8539,37.4918,서울특별시,구로구,개봉중앙시장,서울 구로구 개봉로17길 34-0,관광지,쇼핑,27,"개봉, 경인선",597.8545510696581,8.963336597745998
121,126.8877,37.4899,서울특별시,구로구,남구로시장,서울 구로구 구로동로26길 25-0,관광지,쇼핑,28,"남구로, 7호선",428.49374102306444,6.424194018336798
122,126.8891,37.4813,서울특별시,구로구,가리봉시장,서울 구로구 우마3길 19-0,관광지,쇼핑,30,"남구로, 7호선",552.6572154592136,8.285715374201104
123,126.8248,37.4834,서울특별시,구로구,푸른수목원,서울 구로구 서해안로 2117-0,관광지,자연관광,31,"온수(성공회대입구), 7호선",977.4146781616,14.653893225811094
124,126.8889,37.4965,서울특별시,구로구,구로아트밸리예술극장,서울 구로구 가마산로25길 9-24,관광지,문화관광,32,"대림(구로구청), 2호선",644.365259099615,9.660648562213117
125,126.8895,37.5089,서울특별시,구로구,현대백화점 유플렉스/디큐브시티점,서울 구로구 경인로 662-0,관광지,쇼핑,34,"신도림, 2호선",140.21276711779964,2.10214043654872
126,126.85,37.5023,서울특별시,구로구,고척근린시장,서울 구로구 경인로33길 103-0,관광지,쇼핑,36,"오류동, 경인선",955.2130520613966,14.321035263289303
127,126.8589,37.499,서울특별시,구로구,캘리클럽/고척점,서울 구로구 경인로43길 49-0,관광지,문화관광,37,"개봉, 경인선",493.84911720650155,7.404034740727159
128,126.8668,37.496,서울특별시,구로구,고척스카이돔/축구장,서울 구로구 안양천로 545-0,관광지,문화관광,39,"구일, 경인선",362.93215275260474,5.441261660458841
129,126.8841,37.4998,서울특별시,구로구,예술나무씨어터,서울 구로구 구로중앙로 134-0,관광지,문화관광,47,"구로, 경부선",406.0015730951775,6.086980106374475
130,126.8672,37.4989,서울특별시,구로구,서울아트책보고,서울 구로구 경인로 430-0,관광지,문화관광,48,"구일, 경인선",396.9512205928622,5.951292662561652
131,126.8438,37.4949,서울특별시,구로구,오류동역광장,서울 구로구,관광지,문화관광,49,"오류동, 경인선",144.48647758436206,2.1662140567370622
132,126.8769,37.4958,서울특별시,구로구,사모아쇼핑,서울 구로구 구일로10길 93-0,관광지,쇼핑,51,"구일, 경인선",550.3655442892582,8.251357485596074
133,126.8608,37.5067,서울특별시,구로구,현준아이스링크,서울 구로구 목동남로 6-0,관광지,레저스포츠,52,"양천구청, 2호선",772.5613520628355,11.582628966459302
134,126.8857,37.4965,서울특별시,구로구,서울특별시교육청과학전시관/남부분관,서울 구로구 구로중앙로27나길 21-0,관광지,문화관광,55,"구로, 경부선",797.3233691748043,11.953873600821654
135,126.8828,37.5011,서울특별시,구로구,이키즈랜드/신구로점,서울 구로구 구로중앙로 152-0,관광지,문화관광,57,"구로, 경부선",227.4885250853945,3.4106225649984183
136,126.8865,37.493,서울특별시,구로구,명화사,서울 구로구 가마산로20나길 11-0,관광지,역사관광,59,"대림(구로구청), 2호선",746.1593032273648,11.186796150335304
137,126.8295,37.4862,서울특별시,구로구,항동철길,서울 구로구,관광지,기타관광,60,"천왕, 7호선",816.2533748259636,12.237681781498704
138,126.892,37.5013,서울특별시,구로구,삼각어린이공원,서울 구로구,관광지,문화관광,61,"신도림, 경부선",834.4004711244518,12.50975219077139
139,126.8952,37.4799,서울특별시,구로구,G밸리산업박물관,서울 구로구 디지털로26길 38-0,관광지,문화관광,62,"구로디지털단지, 2호선",809.621288799217,12.138250206884813
140,126.8865,37.4896,서울특별시,구로구,구로꿈나무극장,서울 구로구 구로동로26길 54-0,관광지,문화관광,63,"남구로, 7호선",398.8760620860597,5.980150855862964
141,126.8593,37.4989,서울특별시,구로구,코스트코홀세일/고척점 건축중(2022년10월오픈예정),서울 구로구 경인로43길 49-0,관광지,쇼핑,64,"개봉, 경인선",479.08982279189183,7.182755963896429
142,126.8895,37.5089,서울특별시,구로구,디큐브링크아트센터,서울 구로구 경인로 662-0,관광지,문화관광,66,"신도림, 2호선",140.21276711779964,2.10214043654872
143,126.8827,37.5011,서울특별시,구로구,삼성패션아울렛/NC신구로점,서울 구로구 구로중앙로 152-0,관광지,쇼핑,67,"구로, 경부선",224.7778197271828,3.369982304755364
144,126.88,37.5151,서울특별시,구로구,안양천c축구장,서울 구로구,관광지,문화관광,68,"도림천, 2호선",260.81931130480024,3.910334502320843
145,126.8717,37.5014,서울특별시,구로구,안양천축구장,서울 구로구,관광지,문화관광,69,"구일, 경인선",521.6264069867053,7.820485861869645
146,126.8391,37.5014,서울특별시,구로구,잣절공원,서울 구로구 고척로21나길 103-0,관광지,문화관광,70,"오류동, 경인선",942.8523164759952,14.13571688869558
147,126.8554,37.5086,서울특별시,구로구,계남근린공원/축구장,서울 구로구,관광지,문화관광,71,"양천구청, 2호선",1013.0408621759166,15.18801892317716
148,126.8746,37.5085,서울특별시,구로구,구로어린이교통공원,서울 구로구,관광지,문화관광,72,"양천구청, 2호선",888.7605025301654,13.324745165369794
149,126.8226,37.5026,서울특별시,구로구,원각사,서울 구로구 오리로21가길 146-0,관광지,역사관광,73,"까치울, 7호선(인천)",1103.739193323527,16.547813992856476
150,126.8877,37.5094,서울특별시,구로구,구캔갤러리,서울 구로구 경인로 661-0,관광지,문화관광,74,"신도림, 2호선",303.1363633394304,4.544773063559676
151,126.8533,37.4859,서울특별시,구로구,아이쿠아어린이수영장/개봉점,서울 구로구 개봉로3길 51-0,관광지,문화관광,75,"광명사거리, 7호선",750.8909031893616,11.257734680500173
152,126.8435,37.4966,서울특별시,구로구,오류시장,서울 구로구 경인로19가길 14-1,관광지,쇼핑,77,"오류동, 경인선",283.1707845980616,4.2454390494462
153,126.8173,37.4762,서울특별시,구로구,노리파크대베가랜드/구로점,서울 구로구 부광로 96-5,관광지,문화관광,78,"역곡, 경인선",1120.6589738025255,16.80148386510533
154,126.8897,37.4968,서울특별시,구로구,구로근린공원,서울 구로구 가마산로25길 21-0,관광지,문화관광,79,"대림(구로구청), 2호선",608.2085638499683,9.118569173162943
155,126.8895,37.4969,서울특별시,구로구,구로구민회관대강당,서울 구로구 가마산로25길 21-0,관광지,문화관광,80,"대림(구로구청), 2호선",628.8738620749148,9.428393734256593
156,126.8877,37.5094,서울특별시,구로구,그린아트홀,서울 구로구 경인로 661-0,관광지,문화관광,81,"신도림, 2호선",303.1363633394304,4.544773063559676
157,126.8774,37.5118,서울특별시,구로구,안양천/생태초화원,서울 구로구,관광지,기타관광,83,"도림천, 2호선",549.0183263939078,8.231159316250492
158,126.8409,37.4755,서울특별시,구로구,천왕근린공원,서울 구로구 금오로 878-0,관광지,문화관광,84,"천왕, 7호선",1251.1027950488071,18.757163344060075
159,126.8804,37.5031,서울특별시,구로구,평화의 소녀상,서울 구로구,관광지,역사관광,85,"구로, 경부선",138.63398787235488,2.0784705827939263
160,126.8287,37.5013,서울특별시,구로구,궁동저수지생태공원,서울 구로구,관광지,문화관광,86,"온수(성공회대입구), 경인선",1065.3492474601567,15.972252585609544
161,126.8699,37.4907,서울특별시,구로구,광명햇살광장,서울 구로구,관광지,문화관광,88,"구일, 경인선",676.7600710850361,10.146327902324378
